Song;foaf:maker;R.E.M
Song;foaf:maker;Michael Stipe
Song;schema:datePublished;21st November 1992
Song;crm:P2_has_type;Song
"Song;crm:P102_has_title;""""""Man on the Moon"""""""
Song;dc:publisher;Warner Bros Records
Song;crm:P191_had_duration;5.12
Song;dc:subject;Apollo 11 moon landing
