ArchivalResource;schema:material;paper
ArchivalResource;crm:P1_is_identified by;6922531
ArchivalResource;schema:author;William Safire
ArchivalResource;crm:P2_has_type;Text document
ArchivalResource;schema:datePublished;18th July 1969
ArchivalResource;schema:holdingArchive;National Archive Catalogue
ArchivalResource;dc:subject;Apollo 11 moon landing
